   0.120000000E+01 -0.642857143E+00  0.100087137E+01
   0.642857143E+00 -0.514285714E+00  0.109384460E+01
   0.828571429E+00 -0.514285714E+00  0.101821429E+01
   0.101428571E+01 -0.514285714E+00  0.101507966E+01
   0.120000000E+01 -0.514285714E+00  0.109117089E+01
   0.138571429E+01 -0.514285714E+00  0.118583082E+01
   0.157142857E+01 -0.514285714E+00  0.120491374E+01
   0.175714286E+01 -0.514285714E+00  0.111885599E+01
   0.271428571E+00 -0.385714286E+00  0.122780127E+01
   0.457142857E+00 -0.385714286E+00  0.115932126E+01
   0.642857143E+00 -0.385714286E+00  0.103231526E+01
   0.828571429E+00 -0.385714286E+00  0.877556974E+00
   0.101428571E+01 -0.385714286E+00  0.783693105E+00
   0.120000000E+01 -0.385714286E+00  0.829169277E+00
   0.138571429E+01 -0.385714286E+00  0.105170915E+01
   0.157142857E+01 -0.385714286E+00  0.126408614E+01
   0.175714286E+01 -0.385714286E+00  0.125812754E+01
   0.271428571E+00 -0.257142857E+00  0.250624612E+00
   0.457142857E+00 -0.257142857E+00  0.403494562E+00
   0.642857143E+00 -0.257142857E+00  0.410210534E+00
   0.828571429E+00 -0.257142857E+00  0.250842955E+00
   0.101428571E+01 -0.257142857E+00  0.128252443E+00
   0.120000000E+01 -0.257142857E+00  0.254075400E+00
   0.138571429E+01 -0.257142857E+00  0.580177498E+00
   0.157142857E+01 -0.257142857E+00  0.992913342E+00
   0.175714286E+01 -0.257142857E+00  0.122410498E+01
   0.194285714E+01 -0.257142857E+00  0.115753456E+01
   0.271428571E+00 -0.128571429E+00 -0.452424149E-01
   0.457142857E+00 -0.128571429E+00 -0.121126263E+00
   0.642857143E+00 -0.128571429E+00 -0.208913232E+00
   0.828571429E+00 -0.128571429E+00 -0.260849945E+00
   0.101428571E+01 -0.128571429E+00 -0.892699185E-01
   0.120000000E+01 -0.128571429E+00  0.198692086E+00
   0.138571429E+01 -0.128571429E+00  0.380499113E+00
   0.157142857E+01 -0.128571429E+00  0.652297116E+00
   0.175714286E+01 -0.128571429E+00  0.983213706E+00
   0.194285714E+01 -0.128571429E+00  0.108986452E+01
   0.212857143E+01 -0.128571429E+00  0.100077772E+01
   0.457142857E+00  0.000000000E+00 -0.186475370E+00
   0.642857143E+00  0.000000000E+00 -0.243043772E+00
   0.828571429E+00  0.000000000E+00 -0.654749986E-01
   0.101428571E+01  0.000000000E+00  0.205522953E+00
   0.120000000E+01  0.000000000E+00  0.448571773E+00
   0.138571429E+01  0.000000000E+00  0.528648386E+00
   0.157142857E+01  0.000000000E+00  0.483735262E+00
   0.175714286E+01  0.000000000E+00  0.702266055E+00
   0.194285714E+01  0.000000000E+00  0.904085998E+00
   0.212857143E+01  0.000000000E+00  0.944975187E+00
   0.271428571E+00  0.128571429E+00 -0.253994255E-01
   0.457142857E+00  0.128571429E+00  0.130692224E-01
   0.642857143E+00  0.128571429E+00  0.181903390E+00
   0.828571429E+00  0.128571429E+00  0.452001129E+00
   0.101428571E+01  0.128571429E+00  0.682103093E+00
   0.120000000E+01  0.128571429E+00  0.770922573E+00
   0.138571429E+01  0.128571429E+00  0.688906578E+00
   0.157142857E+01  0.128571429E+00  0.514947220E+00
   0.175714286E+01  0.128571429E+00  0.492768870E+00
   0.194285714E+01  0.128571429E+00  0.688558569E+00
   0.212857143E+01  0.128571429E+00  0.841856115E+00
   0.271428571E+00  0.257142857E+00  0.133711433E+00
   0.457142857E+00  0.257142857E+00  0.322229613E+00
   0.642857143E+00  0.257142857E+00  0.613719130E+00
   0.828571429E+00  0.257142857E+00  0.920735460E+00
   0.101428571E+01  0.257142857E+00  0.110602218E+01
   0.120000000E+01  0.257142857E+00  0.973716308E+00
   0.138571429E+01  0.257142857E+00  0.791456374E+00
   0.157142857E+01  0.257142857E+00  0.621343918E+00
   0.175714286E+01  0.257142857E+00  0.427877181E+00
   0.194285714E+01  0.257142857E+00  0.536211899E+00
   0.271428571E+00  0.385714286E+00  0.119538370E+01
   0.457142857E+00  0.385714286E+00  0.116308244E+01
   0.642857143E+00  0.385714286E+00  0.125042937E+01
   0.828571429E+00  0.385714286E+00  0.132488698E+01
   0.101428571E+01  0.385714286E+00  0.121647444E+01
   0.120000000E+01  0.385714286E+00  0.100694589E+01
   0.138571429E+01  0.385714286E+00  0.829803723E+00
   0.157142857E+01  0.385714286E+00  0.696656351E+00
   0.175714286E+01  0.385714286E+00  0.528527175E+00
   0.642857143E+00  0.514285714E+00  0.128670613E+01
   0.828571429E+00  0.514285714E+00  0.124152432E+01
   0.101428571E+01  0.514285714E+00  0.111636210E+01
   0.120000000E+01  0.514285714E+00  0.956212033E+00
   0.138571429E+01  0.514285714E+00  0.812732370E+00
   0.157142857E+01  0.514285714E+00  0.713015463E+00
   0.175714286E+01  0.514285714E+00  0.662903781E+00
   0.120000000E+01  0.642857143E+00  0.843204655E+00
   0.120000000E+01 -0.642857143E+00  0.254726712E-01
   0.642857143E+00 -0.514285714E+00  0.122999283E+00
   0.828571429E+00 -0.514285714E+00  0.813487029E-01
   0.101428571E+01 -0.514285714E+00  0.254947857E-02
   0.120000000E+01 -0.514285714E+00 -0.237204860E-01
   0.138571429E+01 -0.514285714E+00  0.559706936E-01
   0.157142857E+01 -0.514285714E+00  0.193469744E+00
   0.175714286E+01 -0.514285714E+00  0.278785629E+00
   0.271428571E+00 -0.385714286E+00  0.648596249E-02
   0.457142857E+00 -0.385714286E+00  0.139387049E+00
   0.642857143E+00 -0.385714286E+00  0.212393069E+00
   0.828571429E+00 -0.385714286E+00  0.138712335E+00
   0.101428571E+01 -0.385714286E+00 -0.632029448E-02
   0.120000000E+01 -0.385714286E+00 -0.108264065E+00
   0.138571429E+01 -0.385714286E+00 -0.510006316E-01
   0.157142857E+01 -0.385714286E+00  0.181046069E+00
   0.175714286E+01 -0.385714286E+00  0.364184576E+00
   0.271428571E+00 -0.257142857E+00 -0.752758996E-02
   0.457142857E+00 -0.257142857E+00  0.127368570E+00
   0.642857143E+00 -0.257142857E+00  0.302975336E+00
   0.828571429E+00 -0.257142857E+00  0.263891928E+00
   0.101428571E+01 -0.257142857E+00  0.333386538E-01
   0.120000000E+01 -0.257142857E+00 -0.242987153E+00
   0.138571429E+01 -0.257142857E+00 -0.297092985E+00
   0.157142857E+01 -0.257142857E+00  0.571659257E-02
   0.175714286E+01 -0.257142857E+00  0.387651088E+00
   0.194285714E+01 -0.257142857E+00  0.483039668E+00
   0.271428571E+00 -0.128571429E+00 -0.797766485E-01
   0.457142857E+00 -0.128571429E+00  0.117204186E+00
   0.642857143E+00 -0.128571429E+00  0.362759007E+00
   0.828571429E+00 -0.128571429E+00  0.334422738E+00
   0.101428571E+01 -0.128571429E+00 -0.650738911E-01
   0.120000000E+01 -0.128571429E+00 -0.418213394E+00
   0.138571429E+01 -0.128571429E+00 -0.508789350E+00
   0.157142857E+01 -0.128571429E+00 -0.267766446E+00
   0.175714286E+01 -0.128571429E+00  0.268905066E+00
   0.194285714E+01 -0.128571429E+00  0.552742240E+00
   0.212857143E+01 -0.128571429E+00  0.459233510E+00
   0.457142857E+00  0.000000000E+00  0.211496954E+00
   0.642857143E+00  0.000000000E+00  0.390832085E+00
   0.828571429E+00  0.000000000E+00  0.210718807E+00
   0.101428571E+01  0.000000000E+00 -0.262218812E+00
   0.120000000E+01  0.000000000E+00 -0.582889474E+00
   0.138571429E+01  0.000000000E+00 -0.532815571E+00
   0.157142857E+01  0.000000000E+00 -0.441929232E+00
   0.175714286E+01  0.000000000E+00  0.884261019E-01
   0.194285714E+01  0.000000000E+00  0.517805220E+00
   0.212857143E+01  0.000000000E+00  0.504921307E+00
   0.271428571E+00  0.128571429E+00  0.746444278E-01
   0.457142857E+00  0.128571429E+00  0.240641296E+00
   0.642857143E+00  0.128571429E+00  0.278418621E+00
   0.828571429E+00  0.128571429E+00  0.227538616E-01
   0.101428571E+01  0.128571429E+00 -0.420465138E+00
   0.120000000E+01  0.128571429E+00 -0.641065536E+00
   0.138571429E+01  0.128571429E+00 -0.482510660E+00
   0.157142857E+01  0.128571429E+00 -0.385667140E+00
   0.175714286E+01  0.128571429E+00 -0.586391780E-01
   0.194285714E+01  0.128571429E+00  0.400449249E+00
   0.212857143E+01  0.128571429E+00  0.475526175E+00
   0.271428571E+00  0.257142857E+00  0.277845407E-01
   0.457142857E+00  0.257142857E+00  0.102171685E+00
   0.642857143E+00  0.257142857E+00  0.799855193E-01
   0.828571429E+00  0.257142857E+00 -0.161260613E+00
   0.101428571E+01  0.257142857E+00 -0.511074953E+00
   0.120000000E+01  0.257142857E+00 -0.552912535E+00
   0.138571429E+01  0.257142857E+00 -0.382554057E+00
   0.157142857E+01  0.257142857E+00 -0.222479092E+00
   0.175714286E+01  0.257142857E+00 -0.101270428E+00
   0.194285714E+01  0.257142857E+00  0.258694921E+00
   0.271428571E+00  0.385714286E+00  0.631412547E-01
   0.457142857E+00  0.385714286E+00  0.388682596E-02
   0.642857143E+00  0.385714286E+00 -0.918096836E-01
   0.828571429E+00  0.385714286E+00 -0.280307078E+00
   0.101428571E+01  0.385714286E+00 -0.427977675E+00
   0.120000000E+01  0.385714286E+00 -0.406542197E+00
   0.138571429E+01  0.385714286E+00 -0.272294579E+00
   0.157142857E+01  0.385714286E+00 -0.105413048E+00
   0.175714286E+01  0.385714286E+00 -0.123321838E-01
   0.642857143E+00  0.514285714E+00 -0.113938546E+00
   0.828571429E+00  0.514285714E+00 -0.231876492E+00
   0.101428571E+01  0.514285714E+00 -0.305304206E+00
   0.120000000E+01  0.514285714E+00 -0.281800091E+00
   0.138571429E+01  0.514285714E+00 -0.176415779E+00
   0.157142857E+01  0.514285714E+00 -0.395694825E-01
   0.175714286E+01  0.514285714E+00  0.783548871E-01
   0.120000000E+01  0.642857143E+00 -0.183615000E+00
